tanggal,ISPU PM2.5,kategori_pm25,bulan,hari_minggu,temp,humidity,visibility,windgust,solarenergy,precip,cloudcover,tempmax,feelslike,uvindex,precipprob,tempmin,sealevelpressure,winddir_sin,winddir_cos,pm25_std,pm25_max,n_obs,station_bundaran hi,station_jagakarsa,station_kebun jeruk,station_kelapa gading,station_lubang buaya,station_us embassy 1,station_us embassy 2
2022-08-02,70.70808542332558,Sedang,8,1,29.05555555555556,76.8,3.7,12.1,20.5,0.0,44.6,32.05555555555556,33.388888888888886,8,0,26.0,1008.6,0.3859060423243186,0.9225380894562464,1.6645202040430096,74.5894684628237,24,0,0,0,0,0,1,0
2022-08-03,89.36954161521417,Sedang,8,2,29.0,79.0,3.4,15.7,17.0,0.001,61.9,33.111111111111114,33.72222222222222,7,100,26.0,1009.2,0.9829353491495543,0.18395135061272003,1.5970379914463557,91.3144603934077,24,0,0,0,0,0,1,0
2022-08-04,83.23450087216835,Sedang,8,3,27.722222222222225,85.4,3.7,19.7,15.4,0.319,64.1,31.05555555555556,30.83333333333333,6,100,24.0,1009.9,0.010471784116245792,0.9999451693655121,4.9676261283452945,89.6198830409357,24,0,0,0,0,0,1,0
2022-08-05,59.71432354210663,Sedang,8,4,27.5,85.9,3.8,13.9,17.7,0.596,59.4,30.33333333333333,30.38888888888889,7,100,25.0,1010.2,-0.46174861323503363,0.8870108331782218,1.1960185836128212,61.3930659983292,24,0,0,0,0,0,1,0
2022-08-06,55.950708168672264,Sedang,8,5,27.944444444444443,79.0,3.9,9.6,20.6,0.118,51.2,32.0,30.5,8,100,24.0,1010.0,-0.4241994227453907,0.9055687990111394,2.185057643568917,60.2165135059872,24,0,0,0,0,0,1,0
2022-08-07,83.32713885657152,Sedang,8,6,27.88888888888889,80.0,3.9,24.2,20.9,0.0,53.0,32.0,30.61111111111111,8,0,24.0,1009.6,0.30569530496310565,0.9521293927421387,3.13435335281858,86.2384134940527,24,0,0,0,0,0,1,0
2022-08-08,71.3390357881742,Sedang,8,0,28.33333333333333,76.0,4.2,11.2,22.1,0.0,47.0,32.166666666666664,31.38888888888889,9,0,24.0,1008.9,-0.6704266189587996,0.741975840975616,4.755691131304597,80.9314954051796,24,0,0,0,0,0,1,0
2022-08-09,61.22645496169548,Sedang,8,1,28.72222222222222,73.9,4.2,10.7,20.6,0.001,51.0,32.166666666666664,32.0,8,100,25.0,1008.8,-0.20107792114596562,0.9795752495993438,0.3600331297183477,61.5601503759399,24,0,0,0,0,0,1,0
2022-08-10,69.46620345971895,Sedang,8,2,28.88888888888889,74.2,3.8,13.2,21.2,0.0,46.4,33.72222222222222,32.0,9,0,24.0,1009.2,0.9990482215818578,-0.04361938736533589,3.8091032238946343,74.2200553467,24,0,0,0,0,0,1,0
2022-08-11,80.40219398859,Sedang,8,3,29.27777777777778,74.1,4.0,13.2,21.4,0.004,47.3,34.166666666666664,32.94444444444444,8,100,25.0,1009.0,0.9945218953682733,0.10452846326765346,0.28046308896764865,80.8366402116402,24,0,0,0,0,0,1,0
2022-08-12,75.56116405822992,Sedang,8,4,28.944444444444443,74.1,4.1,13.2,20.3,0.0,53.1,33.0,32.666666666666664,9,0,26.0,1009.2,0.8348478632634065,-0.5504807400849956,1.5167409042370334,78.5505430242272,24,0,0,0,0,0,1,0
2022-08-13,65.97984522216838,Sedang,8,5,28.444444444444443,75.7,4.3,13.6,20.4,0.0,40.7,33.0,31.88888888888889,8,0,24.0,1009.4,0.8221440410307375,0.5692795234308442,1.3517640412207483,68.483709273183,24,0,0,0,0,0,1,0
2022-08-14,71.3591459874686,Sedang,8,6,28.72222222222222,74.2,4.3,25.3,20.2,0.0,41.8,33.05555555555556,32.388888888888886,9,0,24.0,1009.3,0.9931706495384861,-0.11667073709933316,1.3865068785430898,72.6294903926482,24,0,0,0,0,0,1,0
2022-08-15,62.879941953375635,Sedang,8,0,28.61111111111111,73.8,3.8,11.9,16.9,0.0,55.1,32.5,31.944444444444443,7,0,24.0,1010.1,0.9982398279237652,0.05930637357596177,1.78727914578522,66.8389724310777,24,0,0,0,0,0,1,0
2022-08-16,64.3333610501588,Sedang,8,1,28.111111111111107,77.2,3.6,13.9,19.3,0.0,64.5,32.0,31.11111111111111,8,0,25.0,1010.3,-0.9698720152847469,0.24361501178602213,1.8793108565833672,67.4265960038987,24,0,0,0,0,0,1,0
2022-08-17,72.54559247707142,Sedang,8,2,28.38888888888889,76.9,4.1,16.6,18.4,0.235,51.4,32.166666666666664,31.61111111111111,8,100,25.0,1010.1,0.981627183447664,-0.1908089953765448,2.011131030350579,75.0522138680033,24,0,0,0,0,0,1,0
2022-08-18,65.11242844847094,Sedang,8,3,29.05555555555556,68.2,4.5,15.2,21.7,0.0,51.3,33.333333333333336,32.0,9,0,26.0,1009.2,0.9948807088287882,-0.1010562971829462,0.4930892536824854,65.4015246449457,24,0,0,0,0,0,1,0
2022-08-19,67.83016530865025,Sedang,8,4,29.5,65.5,4.6,16.6,23.4,0.0,43.9,34.666666666666664,32.166666666666664,9,0,25.0,1009.0,0.9960410654107695,-0.08889429686644147,0.8798834560861296,68.7141029657476,24,0,0,0,0,0,1,0
2022-08-20,68.58711344454895,Sedang,8,5,29.22222222222222,70.4,4.4,17.2,21.5,0.0,42.9,33.333333333333336,32.666666666666664,8,0,26.0,1008.8,0.9892723329629883,-0.14608302856241176,0.8014361337205617,69.7346665274297,24,0,0,0,0,0,1,0
2022-08-21,68.90729915229817,Sedang,8,6,28.61111111111111,72.2,4.5,14.1,18.5,0.001,52.2,32.333333333333336,31.88888888888889,8,100,24.0,1009.3,0.2198462043528375,0.9755345439458566,1.0706357561442366,70.25985101643,24,0,0,0,0,0,1,0
2022-08-22,64.27410397119813,Sedang,8,0,27.33333333333333,80.5,3.5,14.5,18.1,0.0,55.6,31.22222222222222,29.61111111111111,8,0,24.0,1009.7,-0.6414496315691575,0.7671651518152999,1.0011278411833924,66.781537176274,24,0,0,0,0,0,1,0
2022-08-23,74.24365741374204,Sedang,8,1,29.22222222222222,71.8,3.2,13.2,22.3,0.0,51.5,34.333333333333336,32.333333333333336,9,0,25.0,1009.3,0.9607791541575942,0.2773146533023777,4.993983186825755,81.1249042745752,24,0,0,0,0,0,1,0
2022-08-24,84.67712823464151,Sedang,8,2,29.05555555555556,72.2,4.0,11.9,22.6,0.0,52.7,33.0,32.55555555555556,9,0,26.0,1009.5,0.8110638189893267,0.5849576749872154,1.6975575985499154,88.3876357560568,24,0,0,0,0,0,1,0
2022-08-25,80.46921347362654,Sedang,8,3,29.11111111111111,66.2,4.3,16.3,22.5,0.0,50.5,33.0,31.666666666666668,9,0,26.0,1009.2,0.9947028171171742,0.10279253678724691,2.0487352804853636,82.9939431913116,24,0,0,0,0,0,1,0
2022-08-26,81.18236789897144,Sedang,8,4,28.77777777777778,68.4,3.5,15.2,20.7,0.0,47.4,31.83333333333333,31.38888888888889,9,0,25.0,1008.9,-0.7046342099635949,0.7095707365365206,4.42925878016019,88.0280127401838,24,0,0,0,0,0,1,0
2022-08-27,100.68297595202039,Tidak Sehat,8,5,28.111111111111107,77.2,3.5,15.0,18.5,0.0,62.7,31.0,31.5,8,0,25.0,1008.6,-0.7443115462311544,0.6678325554710464,1.5864622393715961,102.522807017544,24,0,0,0,0,0,1,0
2022-08-28,78.08777595464626,Sedang,8,6,27.444444444444446,81.5,3.5,17.0,18.5,0.0,58.7,30.166666666666668,30.444444444444443,8,0,25.0,1008.7,-0.6832737736807994,0.730162276620752,3.4304598729745304,84.6595655806182,24,0,0,0,0,0,1,0
2022-08-29,67.84591745101511,Sedang,8,0,28.000000000000004,78.7,3.8,11.2,21.0,0.0,65.4,32.05555555555556,30.944444444444443,8,0,25.0,1009.0,-0.5976251469755214,0.8017756442437538,0.3696516202203744,68.5870492202729,24,0,0,0,0,0,1,0
2022-08-30,66.88191862971543,Sedang,8,1,28.72222222222222,73.1,3.8,13.2,20.8,0.0,52.7,32.72222222222222,31.77777777777778,8,0,25.0,1008.9,-0.5105429179116063,0.859852271596873,0.910835368952016,68.9640768588137,24,0,0,0,0,0,1,0
2022-08-31,80.15494099847687,Sedang,8,2,28.83333333333333,72.4,3.7,17.2,19.8,0.0,50.7,32.55555555555556,31.83333333333333,8,0,25.0,1008.4,0.9999619230641713,-0.008726535498373775,5.531663113240284,86.2272869674186,24,0,0,0,0,0,1,0
2022-09-01,87.01251450747559,Sedang,9,3,28.88888888888889,75.0,3.8,20.4,18.9,0.02,50.3,32.72222222222222,32.72222222222222,8,100,26.0,1008.9,0.9884938868086836,-0.15126082024721924,2.086699742809608,89.9175020885547,24,0,0,0,0,0,1,0
2022-09-02,72.81223518300607,Sedang,9,4,28.444444444444443,77.7,3.9,18.3,21.8,0.001,53.2,33.5,31.83333333333333,9,100,24.0,1010.1,0.9876883405951377,-0.15643446504023104,1.3090507543506942,75.046992481203,24,0,0,0,0,0,1,0
2022-09-03,69.0906632797603,Sedang,9,5,27.88888888888889,76.2,4.5,30.0,23.1,0.0,49.7,33.0,30.33333333333333,9,0,24.0,1010.3,-0.8933713883278374,-0.449318998615897,2.349305819985747,73.3500417710944,24,0,0,0,0,0,1,0
2022-09-04,45.54332743376255,Baik,9,6,28.22222222222222,74.1,4.6,16.3,23.3,0.0,62.6,33.0,30.944444444444443,10,0,25.0,1009.8,-0.8100416404457959,-0.5863723567357895,5.719400635150893,55.4145781119465,24,0,0,0,0,0,1,0
2022-09-05,58.892158743513335,Sedang,9,0,29.11111111111111,74.3,3.8,15.9,21.0,0.0,57.8,33.0,32.94444444444444,9,0,25.0,1010.1,0.6534206039901054,0.7569950556517565,4.468014619445212,64.8977043302701,24,0,0,0,0,0,1,0
2022-09-06,70.24278698287897,Sedang,9,1,29.11111111111111,75.5,4.3,15.4,19.2,0.009,57.6,34.111111111111114,33.111111111111114,8,100,26.0,1009.6,0.912120116172273,0.40992303384157275,1.1479911848236637,71.4071637426901,24,0,0,0,0,0,1,0
2022-09-07,57.43623835706676,Sedang,9,2,27.33333333333333,85.0,3.4,15.0,20.4,0.208,61.2,31.72222222222222,30.11111111111111,8,100,24.0,1010.7,-0.9211854055657211,-0.3891239501402064,1.141817319145355,59.5551378446115,24,0,0,0,0,0,1,0
2022-09-08,65.9932790890023,Sedang,9,3,26.05555555555556,89.2,3.0,15.2,11.1,0.099,64.5,28.33333333333333,26.77777777777778,6,100,25.0,1012.2,-0.7671651518152993,-0.6414496315691581,0.7469174672776642,66.9342627401837,24,0,0,0,0,0,1,0
2022-09-09,76.8828570151213,Sedang,9,4,26.444444444444443,85.3,3.0,15.9,16.9,2.199,61.0,30.72222222222222,28.111111111111107,7,100,24.0,1012.2,-0.6896195437356695,-0.7241718614374678,1.3573644746243807,78.2777255639098,24,0,0,0,0,0,1,0
2022-09-10,65.76348144723113,Sedang,9,5,26.166666666666664,87.5,3.5,24.2,12.9,0.002,63.7,30.0,27.722222222222225,8,100,24.0,1011.6,-0.9297764858882515,-0.3681245526846778,2.352617332989693,71.1152882205514,24,0,0,0,0,0,1,0
2022-09-11,65.07909979145856,Sedang,9,6,27.555555555555557,81.1,4.2,13.0,21.2,0.901,54.7,32.0,30.33333333333333,9,100,24.0,1010.1,0.1443562010009732,0.9895257890689695,1.0923681301220503,66.1549707602339,24,0,0,0,0,0,1,0
2022-09-12,57.47235961762902,Sedang,9,0,27.61111111111111,79.4,3.8,16.8,21.1,0.0,57.5,31.61111111111111,30.5,9,0,24.0,1010.0,-0.9921147013144779,0.12533323356430423,0.7909794986429517,59.4037176274018,24,0,0,0,0,0,1,0
2022-09-13,63.67241229370538,Sedang,9,1,28.111111111111107,77.1,3.9,12.3,22.2,0.0,52.7,31.72222222222222,31.11111111111111,9,0,24.0,1011.9,-0.9900236577165575,-0.14090123193758292,2.5103323761019913,68.1939223057643,24,0,0,0,0,0,1,0
2022-09-14,77.4438043100203,Sedang,9,2,28.33333333333333,71.9,3.7,13.6,20.2,0.0,43.1,32.22222222222222,30.72222222222222,8,0,24.0,1012.7,0.4415058527917452,0.8972583696743285,0.429687360899884,77.8613199665831,24,0,0,0,0,0,1,0
2022-09-15,79.38388021303041,Sedang,9,3,28.77777777777778,71.4,3.8,11.2,20.7,0.0,49.7,32.72222222222222,31.5,8,0,25.0,1011.1,-0.8038568606172177,0.5948227867513407,1.435561513060137,80.641055764411,24,0,0,0,0,0,1,0
2022-09-16,76.46316209190226,Sedang,9,4,28.444444444444443,73.9,3.6,12.8,21.4,0.0,52.0,33.05555555555556,31.166666666666668,8,0,25.0,1010.2,-0.8870108331782215,-0.46174861323503436,2.129223747869507,80.9889306599833,24,0,0,0,0,0,1,0
2022-09-17,73.79814104682842,Sedang,9,5,28.72222222222222,76.2,4.1,17.4,23.3,0.0,42.3,33.0,32.5,10,0,25.0,1009.9,0.8161375900801603,0.5778576243835053,0.46365639413153015,74.5559645641882,24,0,0,0,0,0,1,0
2022-09-18,85.64076926086966,Sedang,9,6,28.33333333333333,80.7,3.5,15.0,22.0,0.039,48.9,32.0,32.44444444444444,9,100,24.0,1010.4,-0.8804773535091619,0.4740882090471164,3.1268193700091813,89.3457602339182,24,0,0,0,0,0,1,0
2022-09-19,89.90774504890022,Sedang,9,0,28.444444444444443,76.5,3.6,14.1,21.1,0.001,47.6,34.166666666666664,31.33333333333333,8,100,25.0,1010.7,-0.9366721892483977,0.3502073812594672,1.7376004202247033,92.6952798663325,24,0,0,0,0,0,1,0
2022-09-20,76.43710069772406,Sedang,9,1,28.444444444444443,71.4,3.7,12.1,23.5,0.0,50.5,32.05555555555556,31.11111111111111,9,0,24.0,1010.3,-0.20449605184179107,0.9788673887616849,1.267108579858805,79.2293233082707,24,0,0,0,0,0,1,0
2022-09-21,76.9930028358187,Sedang,9,2,28.444444444444443,77.5,3.7,13.9,21.1,0.0,62.2,32.05555555555556,32.22222222222222,8,0,24.0,1010.3,-0.7454759996828624,0.6665324702494523,0.8258787874841689,77.7950485187327,24,0,0,0,0,0,1,0
2022-09-22,73.42549667627766,Sedang,9,3,27.666666666666668,81.8,3.0,25.3,20.5,0.84,57.1,31.27777777777778,30.55555555555556,8,100,25.0,1009.9,-0.848048096156426,-0.529919264233205,1.111332230644463,75.8876357560568,24,0,0,0,0,0,1,0
2022-09-23,74.70891217009465,Sedang,9,4,27.88888888888889,80.7,3.5,15.2,19.3,0.0,57.4,32.72222222222222,30.22222222222222,8,0,25.0,1010.0,-0.9777832367586061,0.2096185629038218,0.762790142732509,75.4884172236147,24,0,0,0,0,0,1,0
2022-09-24,70.42990755149138,Sedang,9,5,28.72222222222222,77.1,3.8,26.4,23.3,0.0,47.3,33.666666666666664,32.55555555555556,9,0,24.0,1009.1,0.9593139745400575,0.2823414568428767,3.1325379180591697,75.7048872180451,24,0,0,0,0,0,1,0
2022-09-25,62.67838379146658,Sedang,9,6,28.666666666666668,77.4,4.4,15.2,23.9,0.0,43.6,32.0,32.5,9,0,25.0,1009.3,-0.4446351791849267,0.8957117602394132,2.7534087690101186,66.9825605680868,24,0,0,0,0,0,1,0
2022-09-26,69.76226970795885,Sedang,9,0,29.05555555555556,72.6,3.8,11.9,23.8,0.431,45.9,34.0,31.88888888888889,9,100,24.0,1009.1,-0.8181497174250235,0.5750052520432785,1.603280836685257,71.9924812030075,24,0,0,0,0,0,1,0
2022-09-27,66.41718435467544,Sedang,9,1,28.944444444444443,72.0,4.2,13.4,24.3,0.0,46.0,33.0,31.88888888888889,9,0,25.0,1007.8,-0.5358267949789971,0.8443279255020147,0.6292280487608243,67.9720133667502,24,0,0,0,0,0,1,0
2022-09-28,66.64356749997938,Sedang,9,2,29.05555555555556,73.0,3.7,11.4,23.5,0.0,52.2,33.0,32.22222222222222,9,0,25.0,1007.2,-0.48022349744318904,0.8771461637055887,1.9937927899315884,69.7120405179616,24,0,0,0,0,0,1,0
2022-09-29,74.73592034756452,Sedang,9,3,29.05555555555556,72.5,4.0,14.3,22.7,0.0,53.4,32.5,32.388888888888886,9,0,26.0,1007.8,0.8038568606172173,0.5948227867513414,0.3485343646152426,75.2610693400167,24,0,0,0,0,0,1,0
2022-09-30,80.64977839268478,Sedang,9,4,28.61111111111111,75.3,3.8,21.7,17.9,0.0,47.5,32.5,31.944444444444443,7,0,25.0,1009.0,0.9999619230641713,-0.008726535498373775,1.9538507584668952,82.2074718045113,24,0,0,0,0,0,1,0
2022-10-01,73.30256083824692,Sedang,10,5,29.77777777777778,74.5,4.6,16.8,21.2,0.0,50.6,34.0,34.833333333333336,8,0,26.0,1009.0,0.9390942520947091,0.34365969458561607,1.0761231827308673,76.2844611528822,24,0,0,0,0,0,1,0
2022-10-02,57.45044251144987,Sedang,10,6,27.11111111111111,86.3,3.9,26.4,20.0,0.632,59.4,30.05555555555556,29.77777777777778,9,100,24.0,1009.0,-0.9177546256839815,0.39714789063477995,4.875909810669962,65.9931077694236,24,0,0,0,0,0,1,0
2022-10-03,54.00943843542466,Sedang,10,0,28.38888888888889,80.2,3.7,15.2,17.1,0.078,65.8,33.0,31.666666666666668,8,100,25.0,1008.6,-0.9931706495384861,0.11667073709933282,4.109406268714889,59.0960909217488,24,0,0,0,0,0,1,0
2022-10-04,60.22731023555166,Sedang,10,1,27.0,85.2,3.3,28.9,15.1,0.865,59.8,32.166666666666664,28.72222222222222,8,100,25.0,1008.8,-0.10452846326765305,-0.9945218953682734,1.4970536466116557,63.7635756056809,24,0,0,0,0,0,1,0
2022-10-05,55.57927186828865,Sedang,10,2,27.33333333333333,85.7,3.6,15.9,19.5,0.157,53.8,30.166666666666668,30.33333333333333,8,100,25.0,1009.5,0.8120835268918062,0.5835412113561176,0.16319943545417753,55.7941729323309,24,0,0,0,0,0,1,0
2022-10-06,62.536497199937344,Sedang,10,3,27.27777777777777,85.2,3.3,17.2,17.8,1.757,62.1,32.05555555555556,29.33333333333333,8,100,25.0,1009.7,-0.5358267949789964,-0.8443279255020152,1.5346272243979884,64.2432621408594,24,0,0,0,0,0,1,0
2022-10-07,60.38033984833038,Sedang,10,4,26.5,87.1,3.6,23.0,12.9,0.209,68.3,31.166666666666668,28.000000000000004,6,100,24.0,1010.4,-0.9335804264972016,-0.3583679495453007,0.6711290348905462,62.2441520467836,24,0,0,0,0,0,1,0
2022-10-08,50.92662900936684,Sedang,10,5,27.722222222222225,77.2,4.7,13.4,16.2,0.0,50.4,32.666666666666664,30.0,7,0,23.000000000000004,1010.2,-0.9402881270104186,-0.34037955021305083,3.7941417498678165,56.4797410192147,24,0,0,0,0,0,1,0
2022-10-09,57.399887471836045,Sedang,10,6,27.666666666666668,81.5,3.6,14.3,21.2,0.001,58.0,32.0,30.22222222222222,9,100,25.0,1010.3,-0.993170649538486,-0.11667073709933318,5.009266006417297,63.8823621553884,24,0,0,0,0,0,1,0
2022-10-10,61.12543356614132,Sedang,10,0,27.5,80.6,3.8,13.2,16.6,0.0,55.0,31.5,30.0,7,0,24.0,1011.2,-0.9003187714021934,0.4352310993723277,3.4149818770055185,67.8936925647452,24,0,0,0,0,0,1,0
2022-10-11,72.51463428957156,Sedang,10,1,27.27777777777777,82.5,3.5,17.0,20.0,0.668,54.1,31.72222222222222,29.5,9,100,24.0,1010.4,-0.9935718556765875,-0.11320321376790694,5.111144757769624,79.2058270676692,24,0,0,0,0,0,1,0
2022-10-12,78.48483097868748,Sedang,10,2,27.666666666666668,78.9,3.9,14.1,17.3,0.0,50.9,32.05555555555556,30.166666666666668,8,0,24.0,1010.3,0.9310558158625283,-0.36487678433761966,3.0544944615914713,84.5916875522139,24,0,0,0,0,0,1,0
2022-10-13,66.42221336118038,Sedang,10,3,27.5,82.0,3.4,21.9,18.2,0.83,61.6,32.5,29.27777777777778,7,100,25.0,1009.4,-0.4226182617406993,-0.90630778703665,0.8715229615187117,68.0607769423559,24,0,0,0,0,0,1,0
2022-10-14,60.95376319691474,Sedang,10,4,28.166666666666668,78.3,4.1,16.3,18.4,0.012,50.8,32.333333333333336,30.72222222222222,8,100,24.944444444444446,1008.1,-0.9003187714021934,0.4352310993723277,1.0784509814331549,62.3642439431913,24,0,0,0,0,0,1,0
2022-10-15,60.300372746272835,Sedang,10,5,28.000000000000004,81.5,4.1,13.4,18.3,0.47,57.5,32.0,31.166666666666668,7,100,25.0,1008.5,0.03664370870655634,-0.9993283937786562,0.31751597077957205,60.8615288220551,24,0,0,0,0,0,1,0
2022-10-16,60.91686322667912,Sedang,10,6,28.166666666666668,83.1,4.1,14.3,20.4,0.392,54.0,32.0,32.27777777777778,8,100,25.0,1010.1,0.05233595624294383,0.9986295347545738,1.225243673199889,62.5282825118351,24,0,0,0,0,0,1,0
2022-10-17,64.44094849645204,Sedang,10,0,28.666666666666668,80.5,3.5,15.2,20.3,0.157,52.3,32.72222222222222,33.05555555555556,9,100,24.944444444444446,1009.7,-0.17364817766693047,-0.984807753012208,0.3696331753669631,65.288655666945,24,0,0,0,0,0,1,0
2022-10-18,68.99821169314727,Sedang,10,1,27.77777777777778,82.6,3.2,13.6,16.9,0.008,52.8,31.0,30.88888888888889,7,100,25.944444444444443,1009.1,-0.7095707365365209,0.7046342099635947,0.46805840373695207,69.6049150654414,24,0,0,0,0,0,1,0
2022-10-19,68.391802912178,Sedang,10,2,27.16666666666667,85.8,3.1,12.8,12.0,0.784,63.7,31.5,29.0,5,100,25.0,1009.2,-0.8171448983351285,-0.5764323161697934,0.49092682485400146,69.3611198134224,24,0,0,0,0,0,1,0
2022-10-20,70.98788653359512,Sedang,10,3,27.444444444444446,84.2,3.6,11.4,16.0,0.0,58.1,31.05555555555556,30.5,6,0,25.0,1010.0,-0.8845809752150838,-0.46638664033989136,0.4660570274209519,71.6616690535864,24,0,0,0,0,0,1,0
2022-10-21,55.762369324988356,Sedang,10,4,27.77777777777778,81.5,4.4,14.3,14.7,0.0,59.1,31.0,31.11111111111111,7,0,24.944444444444446,1010.8,-0.960293685676943,-0.2789911060392296,3.813016399905798,62.3224728487886,24,0,0,0,0,0,1,0
2022-10-22,52.462259235027126,Sedang,10,5,28.55555555555556,80.5,4.4,13.2,18.8,0.0,53.2,32.0,32.888888888888886,9,0,25.0,1010.6,-0.9396926207859085,0.34202014332566816,2.821381410602698,56.6265925229741,24,0,0,0,0,0,1,0
2022-10-23,60.440790885579666,Sedang,10,6,28.33333333333333,81.8,4.0,14.3,9.6,1.417,66.6,32.333333333333336,32.05555555555556,5,100,25.0,1010.5,-0.9822872507286885,-0.1873813145857255,2.513051490846371,63.8366750208855,24,0,0,0,0,0,1,0
2022-10-24,34.89922193128771,Baik,10,0,27.944444444444443,77.1,4.7,25.3,18.0,0.0,52.3,33.333333333333336,30.11111111111111,7,0,25.0,1010.3,-0.938493022759556,-0.3452981989985342,0.9378258080264991,36.9086021505376,24,0,0,0,0,0,1,0
2022-11-05,74.88348624078658,Sedang,11,5,27.16666666666667,83.5,4.1,14.1,16.3,0.0,54.7,32.0,29.55555555555556,7,0,24.0,1011.5,-0.9211854055657211,-0.3891239501402064,1.3403851958910178,78.2477025898079,24,0,0,0,0,0,1,0
2022-11-06,68.78266291061875,Sedang,11,6,27.61111111111111,83.2,4.4,13.9,16.1,0.0,52.3,31.0,30.88888888888889,7,0,24.0,1011.1,-0.999559860119384,-0.02966624408511087,2.0740810369725975,71.3920217209691,24,0,0,0,0,0,1,0
2022-11-07,58.711026582228435,Sedang,11,0,27.0,87.5,3.0,12.8,17.4,0.098,72.5,29.666666666666668,29.944444444444443,8,100,23.000000000000004,1010.9,0.10452846326765373,-0.9945218953682733,0.3310872219360675,59.6412907268171,24,0,0,0,0,0,1,0
2022-11-08,75.09303133835965,Sedang,11,1,26.83333333333333,86.4,3.1,13.0,11.3,0.303,57.0,30.166666666666668,28.77777777777778,5,100,25.0,1010.3,0.013962180339145413,-0.9999025240093042,3.7068221333971736,79.263262322473,24,0,0,0,0,0,1,0
2022-11-09,76.26059855687986,Sedang,11,2,27.61111111111111,79.7,3.9,16.1,16.2,0.0,49.6,31.72222222222222,29.77777777777778,6,0,24.0,1009.8,-0.882947592858927,-0.46947156278589075,1.7485646366961252,79.2084377610693,24,0,0,0,0,0,1,0
2022-11-10,60.811255367499,Sedang,11,3,27.666666666666668,82.5,4.4,18.1,10.2,0.549,56.9,31.5,30.77777777777778,5,100,25.0,1009.2,-0.999559860119384,-0.02966624408511087,2.5050854405916736,65.8782372598162,24,0,0,0,0,0,1,0
2022-11-11,57.54364232347107,Sedang,11,4,27.22222222222222,80.5,4.5,42.5,17.2,0.024,53.9,31.27777777777778,28.83333333333333,7,100,25.0,1009.0,-0.9271838545667873,-0.3746065934159123,1.2324902119952053,58.9494569757728,24,0,0,0,0,0,1,0
2022-11-12,38.16815155934497,Baik,11,5,26.722222222222214,86.4,4.0,16.6,18.5,0.002,59.3,32.0,28.83333333333333,9,100,24.0,1008.0,-0.9205048534524403,-0.3907311284892738,1.6555464077462934,42.4059139784946,24,0,0,0,0,0,1,0
2022-11-13,47.66333009595737,Baik,11,6,26.5,87.5,4.1,16.1,15.6,0.002,57.6,30.0,28.444444444444443,7,100,24.0,1008.5,-0.8980275757606155,-0.43993916985591536,2.1150710629111744,51.0125139236981,24,0,0,0,0,0,1,0
2022-11-14,40.25083262491258,Baik,11,0,27.83333333333333,81.4,4.6,13.0,20.8,0.02,49.8,32.333333333333336,30.944444444444443,9,100,24.0,1008.4,-0.9650164944723115,-0.2621891786408644,20.47047334502367,56.13701554265892,21,0,0,0,0,0,1,0
2022-11-17,52.27893063792033,Sedang,11,3,26.05555555555556,89.9,3.2,20.8,6.9,2.247,65.3,28.666666666666668,27.27777777777777,3,100,24.0,1007.9,-0.8517269341430478,-0.5239859059700788,1.0962524360720334,52.9169390868475,24,0,0,0,0,0,1,0
2022-11-18,44.72555887270054,Baik,11,4,27.61111111111111,78.8,3.9,21.7,20.7,0.0,52.6,32.05555555555556,29.5,9,0,24.0,1007.7,-0.9681476403781076,-0.25038000405444183,2.822623619283047,51.843149540518,24,0,0,0,0,0,1,0
2022-11-19,47.38628623765853,Baik,11,5,28.277777777777786,78.6,4.5,27.7,18.6,0.0,52.5,33.0,31.27777777777778,7,0,25.0,1007.5,-0.993170649538486,-0.11667073709933318,3.4230310062803855,51.0605941938179,24,0,0,0,0,0,1,0
2022-11-20,45.51952027757891,Baik,11,6,28.55555555555556,76.5,4.9,24.2,20.5,0.0,41.8,33.166666666666664,31.88888888888889,8,0,25.0,1007.1,-0.9542403285162769,-0.2990407922560866,5.805704948803352,52.125104427736,24,0,0,0,0,0,1,0
2022-11-21,30.584540724277648,Baik,11,0,28.944444444444443,71.8,4.5,24.2,23.8,0.0,48.5,34.166666666666664,31.77777777777778,9,0,24.0,1007.1,-0.9781476007338056,-0.2079116908177598,3.1216663491635486,35.0235215053763,24,0,0,0,0,0,1,0
2022-11-22,35.971578640173384,Baik,11,1,28.944444444444443,73.0,4.9,28.9,20.9,0.0,46.7,34.166666666666664,32.388888888888886,9,0,25.0,1008.0,-0.9085081775267219,-0.41786707380107674,1.3925093660831347,38.7903225806452,24,0,0,0,0,0,1,0
2022-11-23,37.589363800994796,Baik,11,2,28.666666666666668,74.0,4.2,21.0,19.1,0.118,55.6,33.05555555555556,31.72222222222222,8,100,25.0,1008.7,-0.9795752495993438,-0.20107792114596557,3.3648951836411913,44.0479390681004,24,0,0,0,0,0,1,0
2022-11-24,51.80680463511107,Sedang,11,3,27.944444444444443,79.3,4.2,23.7,14.4,0.002,51.9,32.0,31.166666666666668,7,100,25.0,1009.3,-0.9238795325112868,-0.3826834323650895,0.7573319530141166,52.7621136173768,24,0,0,0,0,0,1,0
