tanggal,station,ISPU PM2.5,kategori_pm25,prediksi_pm25,residual,abs_error,kategori_aktual,kategori_prediksi
2024-07-29,us embassy 2,76.63627269929205,Sedang,78.25631866073304,-1.6200459614409937,1.6200459614409937,Sedang,Sedang
2024-07-30,bundaran hi,94.95833333333331,Sedang,88.27157437667633,6.686758956656988,6.686758956656988,Sedang,Sedang
2024-07-30,jagakarsa,90.79166666666669,Sedang,88.18043304805865,2.61123361860804,2.61123361860804,Sedang,Sedang
2024-07-30,kebun jeruk,100.08333333333331,Tidak Sehat,90.64183283189509,9.441500501438227,9.441500501438227,Tidak Sehat,Sedang
2024-07-30,kelapa gading,103.41666666666669,Tidak Sehat,90.43111059412844,12.985556072538245,12.985556072538245,Tidak Sehat,Sedang
2024-07-30,lubang buaya,93.83333333333331,Sedang,91.31811505844578,2.5152182748875305,2.5152182748875305,Sedang,Sedang
2024-07-30,us embassy 1,74.87042066788621,Sedang,70.76911127842294,4.1013093894632675,4.1013093894632675,Sedang,Sedang
2024-07-30,us embassy 2,76.63627269929205,Sedang,78.9323469073533,-2.296074208061256,2.296074208061256,Sedang,Sedang
2024-07-31,bundaran hi,102.0,Tidak Sehat,90.00549339853289,11.994506601467108,11.994506601467108,Tidak Sehat,Sedang
2024-07-31,jagakarsa,100.625,Tidak Sehat,88.5486901763413,12.076309823658704,12.076309823658704,Tidak Sehat,Sedang
2024-07-31,kebun jeruk,109.875,Tidak Sehat,92.32106799653289,17.55393200346711,17.55393200346711,Tidak Sehat,Sedang
2024-07-31,kelapa gading,109.08333333333331,Tidak Sehat,99.20232791769395,9.881005415639365,9.881005415639365,Tidak Sehat,Sedang
